GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_NONE_PRIMARY,None and primary education,46.2,46.2 [44.2-48.3],44.2,48.3
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,0.96095316,1.0 [0.6-1.5],0.59715728,1.4726711
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,0.0,0.0 [0.0-0.0],0.0,0.0
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/introduction-of-solid--semi-solid-or-soft-foods-6-8-months,2010,2010,2010,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,Total,62.4,62.4 [57.1-67.5],57.1,67.5
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2019,2019,2019,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,3.405166,3.4 [1.8-5.5],1.8074011,5.5086125
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,1.8,1.8 [1.3-2.4],1.3,2.4
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2021,2021,2021,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,1.3669183,1.4 [0.2-4.3],0.17528192,4.3250866
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2004,2004,2004,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,5.8666259,5.9 [4.9-6.9],4.9104411,6.9135942
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,8.2726888,8.3 [6.8-9.9],6.7739867,9.9484958
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS6-11,6 to 11 months,20.6,20.6 [16.9-24.9],16.9,24.9
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2008,2008,2008,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,6.8518274,6.9 [2.6-13.8],2.5937287,13.772352
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,4.2894568,4.3 [1.6-9.1],1.5527895,9.0832874
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2022,2022,2022,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,10.209549,10.2 [5.0-17.4],4.9726564,17.387056
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,3.4,3.4 [2.6-4.4],2.6,4.4
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,Secondary or higher,3.2,3.2 [1.4-7.3],1.4,7.3
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS30-35,30 to 35 months,0.2,0.2 [0.0-1.5],0.0,1.5
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/early-initiation-of-breastfeeding--children-born-in-the-last-24-months,2000,2000,2000,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,None,44.2,44.2 [40.4-48.0],40.4,48.0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2006,2006,2006,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,1.0188245,1.0 [0.3-2.7],0.25241801,2.6865253
NUT_BF_EVBF,Ever breastfed,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ever-breastfed,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,98.9,98.9 [98.3-99.3],98.3,99.3
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,11.7,11.7 [10.6-12.9],10.6,12.9
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusively-breastfed-for-the-first-two-days-after-birth,2020,2020,2020,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,95.1,95.1 [94.2-95.8],94.2,95.8
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusively-breastfed-for-the-first-two-days-after-birth,2020,2020,2020,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,95.1,95.1 [94.2-95.8],94.2,95.8
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_YEARSALL,Total (All ages),33.1,33.1 [31.4-34.9],31.4,34.9
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS6-59,6 to 59 months,2.0,2.0 [1.5-2.5],1.5,2.5
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,WEALTHDECILE,WEALTHDECILE_TOTL,Total,1.7,1.7 [1.3-2.2],1.3,2.2
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-overweight-%28-weight-for-height-2-sd%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS36-59,36 to 59 months,4.7,4.7 [3.7-6.0],3.7,6.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_NONE_PRIMARY,None and primary education,9.9,9.9 [8.8-11.1],8.8,11.1
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,4.2,4.2 [2.4-7.3],2.4,7.3
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2018,2018,2018,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP80,Wealth - Top 80%,31.8,31.8 [30.4-33.4],30.4,33.4
NUT_CF_MMF,Minimum Meal Frequency 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-meal-frequency-6-23-months,2020,2020,2020,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,44.3,44.3 [41.3-47.3],41.3,47.3
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,Total,2.3,2.3 [1.9-2.8],1.9,2.8
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1996,1996,1996,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,0.60900333,0.6 [0.0-2.7],0.032885367,2.6937608
NUT_CF_MDD,Minimum dietary diversity 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-dietary-diversity-6-23-months,2015,2015,2015,AFR,Africa,RWA,Rwanda,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,28.2,28.2 [26.2-30.2],26.2,30.2
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/early-initiation-of-breastfeeding--children-born-in-the-last-24-months,2005,2005,2005,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,Secondary or higher,65.8,65.8,,
NUT_CF_EFF,Egg and/or Flesh Food Consumption 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/egg-and-or-flesh-food-consumption-6-23-months,2010,2010,2010,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP60,Wealth - Top 60%,25.2,25.2 [22.7-27.9],22.7,27.9
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP60,Wealth - Top 60%,4.9,4.9 [3.9-6.2],3.9,6.2
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,,,,0.7,0.7 [0.5-1.0],0.5,1.0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2021,2021,2021,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,2.5703935,2.6 [0.3-8.8],0.25659872,8.7715648
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,37.7,37.7 [30.3-45.9],30.3,45.9
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/introduction-of-solid--semi-solid-or-soft-foods-6-8-months,2010,2010,2010,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),63.5,63.5 [50.6-74.8],50.6,74.8
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS6-11,6 to 11 months,5.6,5.6 [4.2-7.3],4.2,7.3
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS30-35,30 to 35 months,1.3,1.3 [0.6-3.0],0.6,3.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2018,2018,2018,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,10.9,10.9,,
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-overweight-%28-weight-for-height-2-sd%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,Q3,7.7,7.7 [5.9-10.1],5.9,10.1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1997,1997,1997,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,0.41341819,0.4 [0.1-1.0],0.14076701,0.97482344
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,0.6,0.6 [0.1-2.4],0.1,2.4
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusively-breastfed-for-the-first-two-days-after-birth,2010,2010,2010,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,Q3,86.5,86.5 [83.2-89.2],83.2,89.2
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1995,1995,1995,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,14.295839,14.3 [9.1-20.2],9.13627,20.164213
NUT_BF_EVBF,Ever breastfed,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ever-breastfed,2020,2020,2020,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_NONE_PRIMARY,None and primary education,98.6,98.6 [98.1-99.0],98.1,99.0
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/zero-vegetable-or-fruit-consumption--6-23-months,2020,2020,2020,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS12-23,12 to 23 months,13.4,13.4 [11.5-15.5],11.5,15.5
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/zero-vegetable-or-fruit-consumption--6-23-months,2018,2018,2018,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP40,Wealth - Top 40%,16.2,16.2 [13.1-20.0],13.1,20.0
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2012,2012,2012,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,2.7,2.7,,
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS24-35,24 to 35 months,0.5,0.5 [0.2-1.3],0.2,1.3
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,5.4,5.4 [3.9-7.3],3.9,7.3
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,6.8,6.8 [4.1-10.9],4.1,10.9
